id,title,channelTitle,views,likes,duration,datetime
https://www.youtube.com/watch?v=dRCg-W5lTXU,Dell Inspiron 14 Unboxing Review ! *Folding Laptop*,Tech Burner,925137,41791,6M29S,2022-10-10
https://www.youtube.com/watch?v=SvPgbSoMQPw,Dell Inspiron 16: Another Thin Laptop Option?,Venom's Tech,56126,3189,7M19S,2023-03-20
https://www.youtube.com/watch?v=w_61VE-YCrY,This Crazy Dell Laptop is for you - Lets Check,Technology Gyan,610317,27554,5M25S,2023-01-09
https://www.youtube.com/watch?v=vMp7-qoRvgw,Dell Inspiron 14 2022 Unboxing &amp; First Impressions⚡️Your Everyday Laptop For Everything,Trakin Tech,593439,19678,7M40S,2022-08-10
https://www.youtube.com/watch?v=KA5z_KeoTnw,Dell XPS 13 Plus Unboxing &amp; First Impressions⚡This Laptop Is From Future,Trakin Tech,766112,22289,9M9S,2022-10-05
https://www.youtube.com/watch?v=swQXBx3h3cY,TOP 3: Best Dell Laptop 2022,Top Tech Now,60808,1055,6M10S,2022-04-24
https://www.youtube.com/watch?v=iKyu3JEchuk,Top 5 BEST Dell Laptops of [2023],Top 5 Picks,24047,176,10M1S,2023-01-11
https://www.youtube.com/watch?v=XADAYYCnp4w,Detailed Laptop Buying Guide 2022⚡Don&#39;t Miss This Video,Trakin Tech,2108875,82909,12M2S,2022-03-21
https://www.youtube.com/watch?v=T20yRIeAeXo,Dell Alienware m15 R7 Review ! *Powerful Gaming*,Tech Burner,1264945,59142,9M8S,2023-01-17
https://www.youtube.com/watch?v=G0D67R6a6DM,Dell Inspiron 5320 Laptop Unboxing || in Telugu ||,Prasadtechintelugu,201490,11567,6M10S,2022-12-04
https://www.youtube.com/watch?v=FDDC92SrxIw,"Dell Inspiron 3501 Laptop Unboxing &amp; Review| i5 11th Gen| Best Laptop Under 60,000Rs For Students|",TechTraveller Blend,345560,6106,9M15S,2021-08-17
https://www.youtube.com/watch?v=7WrHNF9KKso,New XPS 13 Plus Laptop (2022),Dell,302847,3396,31S,2022-04-29
https://www.youtube.com/watch?v=kAYVioVLbE4,Dell Inspiron 13 5320: Work Laptop Done Right?,Beebom,150748,2776,5M58S,2022-10-21
https://www.youtube.com/watch?v=m0SNBQDC4sQ,Top 5 Best Budget Dell Laptop 2021 | कमाल के हैं ये लैपटॉप,Sai Techvision,64562,2341,9M47S,2021-06-13
https://www.youtube.com/watch?v=HtOTt2N8fe0,Dell Inspiron 14 2-in-1 2022 Unboxing &amp; First Impressions⚡Your Go-To Laptop For Everything*,Trakin Tech,648668,20718,7M17S,2022-06-25
