id,title,channelTitle,views,likes,duration,datetime
https://www.youtube.com/watch?v=6Gd9i3DxhkM,4 CR+ SALARY for DATA SCIENTISTS ??🔥GATE AIR-2 to MACHINE LEARNING @ AMAZON🔥 Scaler Data Science,E-Learning Bridge,474326,10703,40M15S,2022-07-30
https://www.youtube.com/watch?v=DNeOJkyqBvI,Top 10 Data Science Certifications for 2022 | Data Science Certification | Data Science |Simplilearn,Simplilearn,53058,1119,12M9S,2022-02-15
https://www.youtube.com/watch?v=hnfQD5bO2o0,Career in Big Data Analytics in India| Career in Data Science | Part I | Courses | Salary | Scope,CareerInnova,1056,26,5M7S,2020-05-12
https://www.youtube.com/watch?v=NsbtFUp0ers,India&#39;s Youngest Data Scientist | Likhitha&#39;s  Data Science Journey with DataTrained,DataTrained,1975,34,2M52S,2021-06-02
https://www.youtube.com/watch?v=K8CyCr0fn_o,"Data Science Vs Software Engineering- Which is Better, Fresher Salary in India Job Roles Scope Hindi",Ujjwal Kumar Sen,8595,388,12M39S,2022-12-28
https://www.youtube.com/watch?v=vOS8LwO94s0,Top 10 Analytics / Data Science Training Institutes In India- Ranking 2017,Analytics India Magazine,54291,535,2M48S,2018-01-05
https://www.youtube.com/watch?v=8B-qip2ULJA,"Data science, management skills, what goes behind poll predictions in India",ThePrint,2784,52,3M35S,2019-05-18
https://www.youtube.com/watch?v=VxOKSzKRB3w,"Going to USA for data science Or computer science masters, good idea?",codebasics,114530,4785,11M26S,2021-01-08
https://www.youtube.com/watch?v=x0vGLLd32sQ,Top 10 data Science Companies in India,Analytics Jobs,10258,228,5M2S,2020-10-05
https://www.youtube.com/watch?v=5R27jdt_3ac,Data Science Jobs in India ! Is it not in boom? #TeKnowledGeek #shorts,TeKnowledGeeK,523,13,1M,2021-04-21
https://www.youtube.com/watch?v=Ig3C1yF113U,Inside Intuit India | Data Science &amp; Analytics,Analytics India Magazine,13750,65,4M18S,2022-11-09
https://www.youtube.com/watch?v=PLwvnT_6ez8,"MSc Data Science courses in India after Graduation | Data science courses By IITs, CMI and IIITM",Nitin Mukesh,3966,88,1M27S,2020-06-21
https://www.youtube.com/watch?v=56so9rJZeDY,Data Scientist Salary | Data Scientist Salary In India and USA | Data Science Training | Edureka,edureka!,30881,577,7M30S,2021-02-03
https://www.youtube.com/watch?v=g18uN7AJ1FM,Get Data Science Job in India | Odin School Data Science Bootcamp #datascience,Ujjwal Kumar Sen,6070,293,8M3S,2022-10-06
